OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
41294,ecd7ad40-8663-4681-bd4c-272441797b8e,,,Nigeria,NGA,Katsina,Katsina,0,Kudu 3,0,Katsina Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,12.9754730004,7.59858500008,GRID3_EHEALTH,2024-11-11,7.59858500000007,12.975473
41599,90e09ced-59b3-40b9-89f3-e502d66cc382,,,Nigeria,NGA,Ogun,Obafemi Owode,0,Mowe,0,Iyaniwura Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.804870606,3.435119629,GRID3_EHEALTH,2024-11-11,3.43511962900004,6.80487060600007
41739,a119f5cc-5243-4931-9f10-d810c2e01ae1,,,Nigeria,NGA,Kwara,Ilorin South,0,Akanbi 5,0,Dada Okelele Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,8.5346,4.5346,GRID3_EHEALTH,2024-11-11,4.53460000000007,8.53460000000007
41749,0e8e0885-7861-48f4-bfec-ffdcf915679c,,,Nigeria,NGA,Ebonyi,Ohaozara,0,Obiozara,0,Old School Of Nursing,GRID3_EHEALTH,Public,Unknown,Tertiary,Unknown,6.0323533,7.761415,GRID3_EHEALTH,2024-11-11,7.76141500000006,6.03235330000007
41759,c8d8fbad-ffeb-427e-9f09-8e796e47f6ee,,,Nigeria,NGA,Ekiti,Oye,0,Ilupeju 2,0,Heirs Specialist Hospital and Diagnostic Centre,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.80275833333,5.33455,GRID3_EHEALTH,2024-11-11,5.33455000000004,7.80275833300004
41762,b145ed0c-6ce0-48f6-947d-ba39189cec08,,,Nigeria,NGA,Enugu,Enugu East,0,Transekulu,0,Rlpha Specialist Hospital Urololgy Centre,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.47874666667,7.49402833333,GRID3_EHEALTH,2024-11-11,7.49402833300007,6.47874666700005
41788,f2726066-3873-4689-9da1-e835459dd2a4,,,Nigeria,NGA,Anambra,Idemili North,0,Nkpor 2,0,School Of Nursing Anambra State University Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.144101667,6.845758333,GRID3_EHEALTH,2024-11-11,6.84575833300005,6.14410166700003
41823,a55a7fbb-03d3-47c8-8ec0-15297f6715f6,,,Nigeria,NGA,Kwara,Ilorin East,0,Are 2,0,Illorin University Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,8.49956,4.57568,GRID3_EHEALTH,2024-11-11,4.57568000000003,8.49956000000003
41840,2a0b4531-0420-4520-a563-2608390c85fb,,,Nigeria,NGA,Osun,Osogbo,0,Gbonmi,0,Prime Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.783583333,4.572475,GRID3_EHEALTH,2024-11-11,4.57247500000005,7.78358333300002
41864,9951857d-b877-47e5-becd-2cf2a33a7548,,,Nigeria,NGA,Kaduna,Kudan,0,Hunkuyi,0,Kudan General Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,11.26991,7.65213,GRID3_EHEALTH,2024-11-11,7.65213000000006,11.26991
41865,1a88d09d-608a-49cb-8d93-d677946f869e,,,Nigeria,NGA,Niger,Lapai,0,Gulum / Vatsa,0,Gulu General Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,8.64921,6.58449,GRID3_EHEALTH,2024-11-11,6.58449000000007,8.64921000000004
41900,b8009770-3997-4b70-91b3-4ac71d0b4530,,,Nigeria,NGA,Anambra,Onitsha North,0,Main Market 1 / Water-Side Central  1,0,Obadike Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.1512633,6.7789824,GRID3_EHEALTH,2024-11-11,6.77898240000007,6.15126330000004
41901,87717074-7df4-4822-b76d-230ca128669c,,,Nigeria,NGA,Anambra,Ogbaru,0,Okpoko Ward 3,0,New Mountain Specialist Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,6.12025,6.78497,GRID3_EHEALTH,2024-11-11,6.78497000000004,6.12025000000006
41910,5933c507-6721-4529-a5bb-995340724691,,,Nigeria,NGA,Anambra,Ogbaru,0,Okpoko Ward 4,0,St Lwangas Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.12053,6.79269,GRID3_EHEALTH,2024-11-11,6.79269000000005,6.12053000000003
41918,36d9c214-e712-43b1-a3a0-94f3c10930e9,,,Nigeria,NGA,Anambra,Onitsha North,0,Umudei 13,0,Divine Favour Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.15315,6.79415,GRID3_EHEALTH,2024-11-11,6.79415000000006,6.15315000000004
41925,3179b681-4e73-4ffb-89fc-bda9ee65e30b,,,Nigeria,NGA,Anambra,Oyi,0,Umunya 1,0,Nnamdi Azikiwe University Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.209046667,6.911061667,GRID3_EHEALTH,2024-11-11,6.91106166700007,6.20904666700005
41934,a5b726e4-ebb9-4aa4-ae0e-6e1b940de480,,,Nigeria,NGA,Osun,Ife North,0,Moro,0,Government Chest Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.540236667,4.45981,GRID3_EHEALTH,2024-11-11,4.45981000000006,7.54023666700004
41940,515a9622-8524-4c41-a3fa-fa0f6d03650f,,,Nigeria,NGA,Rivers,Port-Harcourt,0,Port Harcourt 1,0,Lavinda Eye Specialist Hospital and Laser Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.793884278,7.043518067,GRID3_EHEALTH,2024-11-11,7.04351806700004,4.79388427800006
41983,901a153f-0ac3-4560-b5f7-273dfeb41b7d,,,Nigeria,NGA,Cross River,Calabar Municipal,0,Big Qua,0,St Magaret Annex Teaching Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,Teaching/Tertiary Hospital,4.96529,8.3196,GRID3_EHEALTH,2024-11-11,8.31960000000004,4.96529000000004
41984,9ff32e0d-90c7-4e37-a45e-8b15b59f16cb,,,Nigeria,NGA,Cross River,Calabar Municipal,0,Edim Otop,0,Adi Specialist Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.962097168,8.329284668,GRID3_EHEALTH,2024-11-11,8.32928466800007,4.96209716800007
42001,0f3b2d84-d3ff-4d8b-8bd2-32a67073a41c,,,Nigeria,NGA,Osun,Ife Central,0,Akarabata,0,A Dolat Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.49763765207,4.50026815685,GRID3_EHEALTH,2024-11-11,4.50026815700005,7.49763765200004
42002,bd2d38e3-792e-441c-8a60-38003e2ec3cf,,,Nigeria,NGA,Osun,Olorunda,0,Akogun,0,Jordan Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.80815339834,4.55669125507,GRID3_EHEALTH,2024-11-11,4.55669125500003,7.80815339800006
42003,28f38553-9849-4a93-9e9d-87e219a9a97e,,,Nigeria,NGA,Osun,Olorunda,0,Akogun,0,Spring Hope Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.79441821602,4.57805647066,GRID3_EHEALTH,2024-11-11,4.57805647100002,7.79441821600005
42005,52ea3640-f9c5-4804-966c-0d57c8400e7f,,,Nigeria,NGA,Osun,Olorunda,0,Akogun,0,Royal City Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.79370746498,4.57806109816,GRID3_EHEALTH,2024-11-11,4.57806109800003,7.79370746500007
42019,a53bdbeb-5dec-4751-9abb-13fa838d4e5a,,,Nigeria,NGA,Anambra,Onitsha South,0,Odoakpu Ward 2,0,Mayfair Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.151306152,6.784301758,GRID3_EHEALTH,2024-11-11,6.78430175800003,6.15130615200007
42020,778218f6-68a1-4a43-a3ee-977337f03654,,,Nigeria,NGA,Anambra,Onitsha North,0,Emmanuel Church Ward 3,0,Golden Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.139709473,6.801696777,GRID3_EHEALTH,2024-11-11,6.80169677700007,6.13970947300004
42026,c0af2c7c-0d94-4173-bc15-247c06d14ef4,,,Nigeria,NGA,Anambra,Onitsha North,0,Army Barracks Ward 2,0,Grace Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.144897461,6.824707031,GRID3_EHEALTH,2024-11-11,6.82470703100006,6.14489746100003
42027,4c073b46-0100-41ad-8a77-a00faffff47f,,,Nigeria,NGA,Anambra,Onitsha North,0,American Quarters Ward 1,0,Nwokolo Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.153076172,6.786682129,GRID3_EHEALTH,2024-11-11,6.78668212900004,6.15307617200006
42028,ae2808e5-a073-4866-9c90-6d89b28460ef,,,Nigeria,NGA,Anambra,Onitsha North,0,Ogbe Umuonicha,0,St Joseph Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.156494141,6.778686523,GRID3_EHEALTH,2024-11-11,6.77868652300003,6.15649414100005
42031,55477512-7f7b-4924-8ac5-d4d301bd7ad3,,,Nigeria,NGA,Anambra,Onitsha North,0,Army Barracks Ward 2,0,Venik Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.14350375731,6.81427807163,GRID3_EHEALTH,2024-11-11,6.81427807200004,6.14350375700008
42074,0ce53759-2658-4210-b26a-fd136c3391e0,,,Nigeria,NGA,Anambra,Nnewi North,0,Uruagu Ward 1,0,Divine Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.02203,6.9048,GRID3_EHEALTH,2024-11-11,6.90480000000002,6.02203000000003
42075,d116a7e7-304c-4912-a3b1-6a33572f32e2,,,Nigeria,NGA,Anambra,Nnewi North,0,Nnewi Ichi Ward 1,0,Chioma Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.0436,6.89077,GRID3_EHEALTH,2024-11-11,6.89077000000003,6.04360000000003
42077,d0723114-efc8-4e8d-bbf0-d0bcd04bb528,,,Nigeria,NGA,Osun,Ife Central,0,Ilare 4,0,Goshen Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.50107,4.57011,GRID3_EHEALTH,2024-11-11,4.57011000000006,7.50107000000003
42142,8126216d-f3e1-4dd9-a6f3-fc2ed0a437fb,,,Nigeria,NGA,Osun,Olorunda,0,Agowande,0,Biker Medical Center,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,7.81140936723,4.58295310038,GRID3_EHEALTH,2024-11-11,4.58295310000005,7.81140936700007
42157,86f81a09-da6b-4ee4-bc2c-c292184ec3f0,,,Nigeria,NGA,Lagos,Surulere,0,Muniru Baruwa,0,Newday Specialist Clinic Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.50390625,3.343505859,GRID3_EHEALTH,2024-11-11,3.34350585900006,6.50390625000006
42165,8509ac99-db25-43af-b52e-6ae0bcc4493f,,,Nigeria,NGA,Cross River,Calabar Municipal,0,Akim,0,Central Specialist Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,4.95463,8.31857,GRID3_EHEALTH,2024-11-11,8.31857000000002,4.95463000000007
42181,02c83234-cb81-4da2-9125-b562a8b88940,,,Nigeria,NGA,Imo,Oru West,0,Ozara,0,Ozara Progressive Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.73913862094,6.86604911631,GRID3_EHEALTH,2024-11-11,6.86604911600006,5.73913862100005
42253,53e16d15-5992-4066-9ed9-294159002740,,,Nigeria,NGA,Oyo,Ido,0,Omi Adio,0,Access Specialist,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.363536667,3.81489,GRID3_EHEALTH,2024-11-11,3.81489000000005,7.36353666700006
42260,daea7717-4aa5-4a8e-9aba-ea5ba47d4e57,,,Nigeria,NGA,Anambra,Idemili South,0,Nnobi 2,0,Faith Specialist,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.037491667,6.941726667,GRID3_EHEALTH,2024-11-11,6.94172666700007,6.03749166700004
42261,f85fce90-8a1a-4e3f-9f5c-842afbc052bf,,,Nigeria,NGA,Osun,Osogbo,0,Ataoja 1 / A,0,Crystal Cross Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.7586,4.522696667,GRID3_EHEALTH,2024-11-11,4.52269666700005,7.75860000000006
42262,e38aab68-b7bc-478f-990d-0701e2795dcf,,,Nigeria,NGA,Anambra,Idemili South,0,Oba 3,0,Salutem Rapha Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.033225,6.92978,GRID3_EHEALTH,2024-11-11,6.92978000000005,6.03322500000007
42263,2e930367-28a3-4cb5-85b9-b32932d61ae7,,,Nigeria,NGA,Anambra,Idemili South,0,Oba 3,0,Bethesda Specialist Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,6.026513333,6.927138333,GRID3_EHEALTH,2024-11-11,6.92713833300007,6.02651333300003
42264,93d0a407-e764-4ec6-849a-f2658609b599,,,Nigeria,NGA,Anambra,Idemili North,0,Uke,0,Amex Specialist,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.09889,6.90972,GRID3_EHEALTH,2024-11-11,6.90972000000005,6.09889000000004
42267,16c31c48-e684-4c97-878f-974bb4a91ed6,,,Nigeria,NGA,Enugu,Enugu East,0,Abakpa 2 / Ugwogo / Federal Housing,0,Millennium Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.4827533,7.4996967,GRID3_EHEALTH,2024-11-11,7.49969670000007,6.48275330000007
42284,93491e6d-af14-4dcb-b7b9-9d45f3058dfe,,,Nigeria,NGA,Lagos,Ajeromi/Ifelodun,0,Alaba,0,Ajani Memorial Specialist,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.465881347,3.340515137,GRID3_EHEALTH,2024-11-11,3.34051513700007,6.46588134700005
42289,db2b82e0-8867-465f-9fd2-2ca48a5228a0,,,Nigeria,NGA,Ogun,Abeokuta South,0,Ake 3,0,Etex Dental Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,7.157088333,3.357058333,GRID3_EHEALTH,2024-11-11,3.35705833300005,7.15708833300005
42291,1734c9bf-9e6b-4a9b-8f04-c847dc6a5fc1,,,Nigeria,NGA,Ondo,Ifedore,0,Ikota / Irese,0,Olumorin Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.26745,5.16929,GRID3_EHEALTH,2024-11-11,5.16929000000005,7.26745000000005
42311,01306ff6-3b15-48d8-99ca-e7390f6ef7a9,,,Nigeria,NGA,Ondo,Idanre,0,Alade Atosin,0,Sijuade Specialist,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.13803,5.10079,GRID3_EHEALTH,2024-11-11,5.10079000000007,7.13803000000007
42313,081f4aea-1eb8-4926-947d-4dc551e3327a,,,Nigeria,NGA,Osun,Olorunda,0,Atelewo,0,State Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.76483,4.547388333,GRID3_EHEALTH,2024-11-11,4.54738833300007,7.76483000000007
42314,56a8e507-ebc1-4517-8c2d-3bb5adca836b,,,Nigeria,NGA,Anambra,Idemili South,0,Akwa-Ukwu Ward,0,Nnamdi Azikiwe Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.059381667,6.833308333,GRID3_EHEALTH,2024-11-11,6.83330833300005,6.05938166700003
42316,8aac222e-55aa-4e2f-b1ac-f946c219f509,,,Nigeria,NGA,Enugu,Enugu North,0,Iva Valley,0,Subdistrict Dental Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.4464145,7.4810753,GRID3_EHEALTH,2024-11-11,7.48107530000004,6.44641450000006
42326,b61492d1-759a-4f64-971a-ea6ee31dc084,,,Nigeria,NGA,Lagos,Oshodi/Isolo,0,Ilasamaja,0,Tent Of Life Specialist,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.51464,3.33075,GRID3_EHEALTH,2024-11-11,3.33075000000002,6.51464000000004
42348,32f28cf9-c84f-4fe4-90f8-5eec820d4d69,,,Nigeria,NGA,Benue,Makurdi,0,Fiidi,0,Mbaadigam Federal Medical Center,GRID3_EHEALTH,Unknown,Unknown,Secondary,Unknown,7.64298,8.57061,GRID3_EHEALTH,2024-11-11,8.57061000000004,7.64298000000002
42349,951ba79e-1bbc-486b-9559-771b1a2721b0,,,Nigeria,NGA,Osun,Osogbo,0,Ataoja 1 / A,0,Ebenezer Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.76167311661,4.53823382765,GRID3_EHEALTH,2024-11-11,4.53823382800005,7.76167311700004
42408,870fd531-b297-4722-87a1-8c3547f0fe2d,,,Nigeria,NGA,Osun,Osogbo,0,Jagun 1,0,Ayinke Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.73811543793,4.58750413296,GRID3_EHEALTH,2024-11-11,4.58750413300004,7.73811543800002
42410,b42c95e2-2a56-4c6f-a807-ac32321c1194,,,Nigeria,NGA,Ogun,Ijebu Ode,0,Odo-Egbo / Oliworo,0,Disshol Specialist Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.827270508,3.927124024,GRID3_EHEALTH,2024-11-11,3.92712402400002,6.82727050800003
42411,c8de9756-1b82-4963-8df0-d7326822b1cf,,,Nigeria,NGA,Ogun,Abeokuta South,0,Igbore / Ago Oba,0,New Vision Specialist Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,7.153320312,3.348510742,GRID3_EHEALTH,2024-11-11,3.34851074200003,7.15332031200006
42427,fd0f9df0-7bcb-411a-8eb0-e35f6a148f3a,,,Nigeria,NGA,Imo,Orlu,0,Orlu Town,0,St Marys Specialist Clinics and Dental Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.795898438,7.038085938,GRID3_EHEALTH,2024-11-11,7.03808593800005,5.79589843800005
42436,391de11d-9dad-4e6d-9866-f3222601ceae,,,Nigeria,NGA,Lagos,Ikeja,0,Orile Ikeja,0,Boundary Specialist Homeopaedic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.5987492,3.3433534,GRID3_EHEALTH,2024-11-11,3.34335340000007,6.59874920000004
42457,2f0c8f5f-5313-4242-a160-a42edb60d1e1,,,Nigeria,NGA,Lagos,Surulere,0,Mosafejo / Ojuelegba,0,Boundary Specialist Homeopaedic Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.5088,3.367591667,GRID3_EHEALTH,2024-11-11,3.36759166700006,6.50880000000006
42492,5705be69-5241-41a4-9a0e-e75ae2eb7ace,,,Nigeria,NGA,Delta,Ethiope East,0,Urhuvie,0,Andreg Dental Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.78527832,6.102478027,GRID3_EHEALTH,2024-11-11,6.10247802700007,5.78527832000003
42503,f94bf1fb-7885-4dcc-a15c-bcc1ee3dce9b,,,Nigeria,NGA,Ogun,Abeokuta South,0,Kemta,0,Abeokuta Kidney Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.144897461,3.391296387,GRID3_EHEALTH,2024-11-11,3.39129638700007,7.14489746100003
42504,337b5e76-0f3a-4cc1-9a33-371634bc25d5,,,Nigeria,NGA,Cross River,Akamkpa,0,Akamkpa Urban,0,Group Specialist Homo Medical Centre,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.3390983,8.3320133,GRID3_EHEALTH,2024-11-11,8.33201330000003,5.33909830000005
42517,749d2d61-cc84-4869-b572-6b933d33cbc0,,,Nigeria,NGA,Enugu,Enugu North,0,China Town,0,First Dental Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.449279785,7.501281738,GRID3_EHEALTH,2024-11-11,7.50128173800005,6.44927978500004
42523,ca22e533-cd8f-49af-a210-c23e86263322,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 9,0,Bassey Ewun Specialist Medical Centre,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,4.93645295273,8.32430949908,GRID3_EHEALTH,2024-11-11,8.32430949900004,4.93645295300007
42526,0e9375e1-fbb4-4c2e-ba6f-66edb6295591,,,Nigeria,NGA,Ogun,Obafemi Owode,0,Ibafo,0,New Day Specialist Hospital Medical and Surgical Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.75348719809,3.41870745638,GRID3_EHEALTH,2024-11-11,3.41870745600005,6.75348719800007
42534,3493992e-bc50-463d-83d8-0ecea83c7eec,,,Nigeria,NGA,Delta,Ika South,0,Boji-Boji 2 /  Agbor 8,0,Ropheka Specialist Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.260314941,6.204711914,GRID3_EHEALTH,2024-11-11,6.20471191400003,6.26031494100005
42547,af6eb8fb-3736-4699-87ad-7136ea335fb7,,,Nigeria,NGA,Enugu,Enugu South,0,Uwani West,0,St Bridgets Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.41574,7.49541,GRID3_EHEALTH,2024-11-11,7.49541000000005,6.41574000000003
42559,f5677953-c0b3-43b1-984b-54566748f564,,,Nigeria,NGA,Abia,Umuahia North,0,Mbaocha,0,Sonoray Radio Diagnostic Specialists,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.514478333,7.501085,GRID3_EHEALTH,2024-11-11,7.50108500000005,5.51447833300006
42596,95e27a25-ebac-4031-8642-281379d80843,,,Nigeria,NGA,Enugu,Enugu North,0,Ogbete East,0,His Strips Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.42369,7.47979,GRID3_EHEALTH,2024-11-11,7.47979000000004,6.42369000000002
42632,6839970d-573f-42b8-ad2e-2b3b36ebb483,,,Nigeria,NGA,Anambra,Nnewi South,0,Ukpor Ward 2,0,Ozubulu Infant Welfare Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.966125488,6.873291015,GRID3_EHEALTH,2024-11-11,6.87329101500006,5.96612548800005
42666,25c0632b-d02b-48c3-b6d5-091e6c1f7973,,,Nigeria,NGA,Ogun,Abeokuta South,0,Kugba 2,0,East Wind Eye Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.1452,3.33832,GRID3_EHEALTH,2024-11-11,3.33832000000007,7.14520000000005
42717,a69c985e-2779-4ff9-8753-9dba20622043,,,Nigeria,NGA,Ogun,Abeokuta South,0,Ijeun Titun 9,0,Idiba Federal Medical Center,GRID3_EHEALTH,Unknown,Unknown,Secondary,Unknown,7.14332120053,3.37804305548,GRID3_EHEALTH,2024-11-11,3.37804305500003,7.14332120000006
42770,c4d1609a-de46-404b-91be-c93db2ec013f,,,Nigeria,NGA,Niger,Borgu,0,Rafi,0,Wawa Annex Tuberculosis Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,9.90323283,4.407739418,GRID3_EHEALTH,2024-11-11,4.40773941800006,9.90323283000004
42875,3f868615-9066-4222-9fef-f0ad39a41a79,,,Nigeria,NGA,Osun,Osogbo,0,Jagun 2 / B,0,Ajala Memorial Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.7867302127,4.57455221565,GRID3_EHEALTH,2024-11-11,4.57455221600003,7.78673021300006
42891,e524f08d-7fa7-4537-a45f-7ce98f9feb2f,,,Nigeria,NGA,Benue,Okpokwu,0,Amejo,0,New Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.150898333,7.786795,GRID3_EHEALTH,2024-11-11,7.78679500000004,7.15089833300004
42902,da46c667-1d22-4f7b-b92c-9a90a4b6dbac,,,Nigeria,NGA,Anambra,Onitsha North,0,Army Barracks Ward 2,0,Ace Specialist Hospital and Surgery,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.1471717,6.8268733,GRID3_EHEALTH,2024-11-11,6.82687330000005,6.14717170000006
42947,7ec3f695-2e2c-42c6-b53c-1a94058f5aed,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 3,0,Mevom Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,4.959168,8.3400727,GRID3_EHEALTH,2024-11-11,8.34007270000006,4.95916800000003
42948,ec9b4939-2a54-4b75-9772-b98c86d7f53d,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward  2,0,Belma Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,4.95872,8.3546983,GRID3_EHEALTH,2024-11-11,8.35469830000005,4.95872000000003
42960,5f1a0444-6062-4dc0-bcec-f8850cff4382,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 4,0,Cross River State Programme Eye Care,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,4.9552367,8.3337633,GRID3_EHEALTH,2024-11-11,8.33376330000004,4.95523670000006
42981,021b4912-6dcf-4938-99e4-7dc04a49eb67,,,Nigeria,NGA,Benue,Makurdi,0,North Bank 1,0,Samaritan Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.75769735171,8.55135278897,GRID3_EHEALTH,2024-11-11,8.55135278900002,7.75769735200004
43042,898bf129-763b-4ca0-b5f3-2c1f345b4d3e,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 3,0,Peoples Specialist Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.962524414,8.338500977,GRID3_EHEALTH,2024-11-11,8.33850097700002,4.96252441400003
43050,f60924ba-36ae-4f0b-a5b6-3e3dbe06b29d,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 4,0,Madonna Nig Ltd Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,4.94946,8.32984,GRID3_EHEALTH,2024-11-11,8.32984000000005,4.94946000000004
43052,585f0d26-c4ec-4d0b-9824-c21d5218e1ce,,,Nigeria,NGA,Cross River,Calabar South,0,Calabar South Ward 9,0,Nya Specialist Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,4.9408,8.3247,GRID3_EHEALTH,2024-11-11,8.32470000000006,4.94080000000002
43231,uuid:54d09bbb-9115-4a4d-af86-9b0c58d2ce5c,,,Nigeria,NGA,Ogun,Ifo,0,Coker / Ilepa,0,Lagos University Hospital Teaching,GRID3_2024,Unknown,Unknown,Unknown,Unknown,6.7865624,3.2001188,GRID3_2024,2024-11-11,3.20011880000004,6.78656240000004
43496,5d305020-0d44-4f50-9b86-6237c03798a1,32769498,32/13/1/1/1/0014,Nigeria,NGA,Rivers,Ikwerre,0,Ikwerre 3,0,Elele Madonna University Teaching Hospital,NHFR_2024,Private,For Profit,Tertiary,Teaching/Tertiary Hospital,5.12292,6.82986,NHFR_2024,2024-11-11,6.82986000000005,5.12292000000002
